,art_url,Amusement,Anger,Awe,Contentment,Disgust,Excitement,Fear,Sadness,Something Else,utterance,type
32,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000769.png,False,False,False,False,False,True,False,False,False,It looks as if the white paint is dancing and running through flowers in a field,StyleGAN2
33,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000769.png,False,False,False,True,False,False,False,False,False,The mountains and fields mesh well with the painting.,StyleGAN2
34,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000769.png,False,False,False,True,False,False,False,False,False,The vibrant colors and wispy paint strokes resemble a bright spring day in a meadow.,StyleGAN2
35,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000337.png,False,False,False,True,False,False,False,False,False,A COW LYING RESTFULLY ON STRAW BEDDING.,StyleGAN2
36,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000337.png,False,False,False,False,False,True,False,False,False,The more I look at the image the more I see in the picture which is intriquing.,StyleGAN2
37,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000337.png,False,False,False,False,False,False,True,False,False,some of the details can be made out to look like disturbing faces,StyleGAN2
38,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000337.png,False,False,False,True,False,False,False,False,False,Dolphins making a break for it,StyleGAN2
39,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000337.png,False,False,False,False,True,False,False,False,False,I can see faces in an amorphous shape. Some of the lines look like tentacles,StyleGAN2
40,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000820.png,False,False,False,False,False,False,False,False,True,It is difficult to make out what the image is. Is it person surrounded by fur? Or possibly a cliff with waves crashing on it?,StyleGAN2
41,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000820.png,False,False,False,False,True,False,False,False,False,The reddish colours invoke an image of blood.  The blob-like shapes look like fetuses.,StyleGAN2
42,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000820.png,False,False,False,False,False,False,True,False,False,The clouds are ominous and the colors are dark,StyleGAN2
43,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000820.png,False,False,False,True,False,False,False,False,False,Caring for each other,StyleGAN2
44,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000820.png,False,False,False,True,False,False,False,False,False,The dark gloomy sky makes it look very sinister,StyleGAN2
45,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000683.png,False,False,True,False,False,False,False,False,False,The blue contrasts with the white and the black lines give intricate detail.,StyleGAN2
46,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000683.png,False,False,False,False,False,False,False,False,True,It doesn't really look like anything. I just feel confused.,StyleGAN2
47,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000683.png,False,False,False,False,False,False,False,False,True,Confused; some shapes look like a horses head and some look like rivers or steams,StyleGAN2
48,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000683.png,False,False,False,False,False,False,True,False,False,The dark blue patches look like dark gaps in old spider egg sacs that have opened long ago.  The browns imply rot.,StyleGAN2
49,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000683.png,False,False,False,False,False,True,False,False,False,This image shows like beautiful,StyleGAN2
50,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000454.png,False,False,False,False,False,False,False,False,True,"Gloomy. It is dull, lacks color, and is not distinct.",StyleGAN2
51,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000454.png,False,False,False,False,False,False,False,True,False,The dull colours and the sad expression on the subjects face make me feel down.,StyleGAN2
52,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000454.png,False,False,False,False,False,False,True,False,False,The person looks like a mummified body that is now walking with hands outstretched towards the viewer.,StyleGAN2
53,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000454.png,True,False,False,False,False,False,False,False,False,This picture actually looks as though you took my uncle and put him in a old time photo. That isn't his color.,StyleGAN2
54,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000454.png,False,False,False,True,False,False,False,False,False,The face is detailed and impressive but then it looks like the artist ran out of time for using detail on the rest of the figure’s clothes.  The bidy and clothes look so differently styled.,StyleGAN2
55,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/random000538.png,False,False,False,False,False,False,False,True,False,These are like people with exposed brains and flesh. It feel gloomy and it overburdens the situation with feelings with responsibility for what is happening to them.,StyleGAN2
56,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/random000538.png,False,False,False,False,False,False,False,False,True,A traditional religious rendition but with brains... the bleeding notion that religion is not accepted by the brain.  No faith.,StyleGAN2
57,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/random000538.png,False,False,False,False,False,False,True,False,False,It looks like religious leaders are melting at the pulpit.,StyleGAN2
58,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/random000538.png,False,False,False,True,False,False,False,False,False,these human obscured figures in this painting look happy and contentened,StyleGAN2
59,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/random000538.png,False,False,False,False,False,False,False,False,True,"confused, image is not clear enough to see what it is supposed to be.",StyleGAN2
60,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000722.png,False,False,False,True,False,False,False,False,False,hard to see what the painting is trying to enact at first. Yellow color feels soothing. It has different shades of it.,StyleGAN2
61,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000722.png,False,False,False,True,False,False,False,False,False,The white gray look like clouds and the big yellow/orange picture looks like a mother cat surrounded by her yellow kittens.,StyleGAN2
62,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000722.png,False,False,False,True,False,False,False,False,False,"this dog looks very happy and relaxed, it just gives you a feeling like everything will be ok.",StyleGAN2
63,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000722.png,False,False,False,True,False,False,False,False,False,This picture gives me a calming affect. Soft and warm colors,StyleGAN2
64,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000722.png,False,False,True,False,False,False,False,False,False,"I like this, but I'm not sure what I'm looking at, maybe, a turtle by the beach.",StyleGAN2
65,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000378.png,False,False,False,True,False,False,False,False,False,this man and boy sat down talking look really content,StyleGAN2
66,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000378.png,False,False,False,False,True,False,False,False,False,The way their hands were painted hurts my bones.,StyleGAN2
67,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000378.png,False,False,False,False,True,False,False,False,False,"I see twisted distorted people, possibly deformed or engaded in explicut activity",StyleGAN2
68,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000378.png,False,False,False,False,False,False,True,False,False,This image makes me fear because it looks like ghost,StyleGAN2
69,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000378.png,False,False,False,False,False,False,False,True,False,The colors seem solemn and serious. It reminds me of war. It is reminiscent of the remains after a bomb explosion.,StyleGAN2
70,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000518.png,False,False,False,False,False,False,False,True,False,The dark tones and softness make this image seem very emotionally draining and sad.,StyleGAN2
71,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000518.png,False,False,True,False,False,False,False,False,False,no clear pic,StyleGAN2
72,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000518.png,False,False,False,False,False,False,False,False,True,The jumble of colors or so called colors are rather confusing.,StyleGAN2
73,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000518.png,False,False,False,False,False,False,False,False,True,Confused as the picture looks blurry and can't see anything specific,StyleGAN2
74,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000518.png,False,False,False,False,False,False,False,False,True,The painting makes me feel confused because I'm not entirely sure what is going on in it. It looks a little hazy but yet chaotic.,StyleGAN2
75,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/random000633.png,False,False,False,False,False,False,False,True,False,The different shapes remind me of lost souls,StyleGAN2
76,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/random000633.png,False,False,False,False,False,False,False,False,True,"The picture is intriguing. The longer I try to decipher what is in the picture the, the more I feel this is either an anchor to work of art or study work used by psychologists to understand the human brain.",StyleGAN2
77,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/random000633.png,False,False,False,False,False,False,True,False,False,"warlike, hellish swirling white images indicate struggle and death",StyleGAN2
78,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/random000633.png,False,False,False,True,False,False,False,False,False,cuase that just me  thats a awsomes painting,StyleGAN2
79,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/random000633.png,False,False,False,False,False,False,True,False,False,It looks like an old photo that got water or fire damage. Makes me winder if someone leost their hoise in a fire,StyleGAN2
80,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000222.png,False,False,True,False,False,False,False,False,False,The sky is bright and the scenery looks beautiful,StyleGAN2
81,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000222.png,False,False,False,True,False,False,False,False,False,"looks like a nice sunset, though I can't tell if that a creek or bodies in the lower middle",StyleGAN2
82,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000222.png,False,False,False,False,False,False,True,False,False,This painting is really scary looks like a bug storm is coming,StyleGAN2
83,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000222.png,False,False,True,False,False,False,False,False,False,It is a beautiful photo. The darker landscape with the bright sky makes it look like early morning or night,StyleGAN2
84,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000222.png,False,False,False,True,False,False,False,False,False,looks like the sun is setting and the golden hour is ending soon. being outside in nature always makes me feel relaxed,StyleGAN2
85,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000416.png,False,False,False,False,False,False,False,False,True,"The black, yellow, brown and green figures look like men fighting in a war!",StyleGAN2
86,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000416.png,False,False,False,False,False,False,False,False,True,"I'mnotsureitsjustkindofblahandIcantquitemakeoutanyimages,",StyleGAN2
87,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000416.png,False,True,False,False,False,False,False,False,False,Is that a guy on a horse or not because  its confusing.,StyleGAN2
88,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000416.png,False,False,False,False,False,False,False,False,True,A bit confused then curious as to the desire of what the picture is meant to convey.,StyleGAN2
89,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000416.png,False,False,False,False,False,False,False,False,True,"This doesnt really make me feel anything, it is very bland and non-descript",StyleGAN2
90,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000488.png,False,False,True,False,False,False,False,False,False,an evening at the governor's ball with many dressed in black costumes,StyleGAN2
91,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000488.png,False,False,False,False,False,False,False,True,False,"The shapes look black, gloomy and dead for a sad situation.",StyleGAN2
92,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000488.png,False,False,True,False,False,False,False,False,False,Very Nice,StyleGAN2
93,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000488.png,False,False,False,False,False,False,False,True,False,The washed out colours and the solemn figures give the painting a sad feeling.,StyleGAN2
94,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000488.png,False,False,False,False,False,False,False,False,True,"This makes me feel confused- who are those people, and why are two of them wearing dark robes?",StyleGAN2
95,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000920.png,False,False,True,False,False,False,False,False,False,"Picture looks old, faded colors would like more in the picture",StyleGAN2
96,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000920.png,False,False,False,True,False,False,False,False,False,"The landscape looks sunny, warm and beautiful",StyleGAN2
97,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000920.png,False,False,True,False,False,False,False,False,False,So far but almost close to home almost to the forest,StyleGAN2
98,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000920.png,False,False,False,False,False,False,False,False,True,Natural mountains in green are eye pleasing. yellow corn fields are confusing,StyleGAN2
99,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000920.png,False,False,False,True,False,False,False,False,False,The green and brown look like tall mountains with grass and the brown area looks like a valley  with green bushels.,StyleGAN2
100,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000879.png,True,False,False,False,False,False,False,False,False,MAN SITTING WITH A CAT PERCHED ON HIS HEAD,StyleGAN2
101,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000879.png,False,False,False,False,False,False,True,False,False,"the darkness seems to be consuming our protagonist, like this is the moment before his death",StyleGAN2
102,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000879.png,False,False,False,False,False,False,True,False,False,It looks like an alien and its scary,StyleGAN2
103,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000879.png,False,False,False,False,True,False,False,False,False,The color of the blob being green while showing what looks to be an eye in it makes me think of a creature.  It's an ugly one too.,StyleGAN2
104,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000879.png,False,False,False,False,False,False,True,False,False,Something obscure appears to be closing in on a human heart.,StyleGAN2
105,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000025.png,False,False,False,False,False,False,False,False,True,"This painting is boring to me; the subject matter is hard to understand, so it ends up just being confusing.",StyleGAN2
106,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000025.png,True,False,False,False,False,False,False,False,False,The artwork has a funny face and overall odd image so that it just brings a smile and laughter to me,StyleGAN2
107,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000025.png,False,False,True,False,False,False,False,False,False,The baby looks adorable and cute. The colors are very bright.,StyleGAN2
108,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000025.png,False,False,False,False,True,False,False,False,False,The way the face is shaped & the expression being made.,StyleGAN2
109,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000025.png,False,False,False,True,False,False,False,False,False,The color palette and the face makes me visualize an old version of snow white from the Disney movies.,StyleGAN2
110,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000821.png,False,False,False,False,False,False,False,True,False,the dark colors used to depict nature and the trees gives it a sad feeling,StyleGAN2
111,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000821.png,False,False,False,True,False,False,False,False,False,Forrest and fields,StyleGAN2
112,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000821.png,True,False,False,False,False,False,False,False,False,cool,StyleGAN2
113,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000821.png,False,False,False,False,False,False,True,False,False,"Feeling lost, searching for something",StyleGAN2
114,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/lowest_NN_dist000821.png,False,False,False,True,False,False,False,False,False,"very peaceful, scenic picture",StyleGAN2
115,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000948.png,False,False,False,False,False,False,False,False,True,The shadows are unclear and I can't tell what I am looking at,StyleGAN2
116,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000948.png,False,False,False,False,False,False,True,False,False,This is a dark demon residing inside the face of a woman.,StyleGAN2
117,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000948.png,False,False,False,False,False,False,True,False,False,This makes me think of the grim reaper and Edgar Allen Poe,StyleGAN2
118,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000948.png,False,False,False,False,False,False,True,False,False,"Spooky looking head piece and outfit, and the face is even scarier.",StyleGAN2
119,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000948.png,False,False,False,False,True,False,False,False,False,Dark gloomy sad and grainy.  Seems like there is a man walking away.,StyleGAN2
120,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000906.png,False,False,False,False,False,False,True,False,False,this looks like the body parts of some creature hanging.,StyleGAN2
121,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000906.png,False,False,True,False,False,False,False,False,False,"some might find this distracting, but I love the chaos against the yellow backdrop.",StyleGAN2
122,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000906.png,False,True,False,False,False,False,False,False,False,"It makes me feel a bit angry because there are long lines which look sharp to me. The colors are not happy colors, but look severe. There is too much brown and red. There are no cool tones like blue or green. It is not an inviting picture.",StyleGAN2
123,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000906.png,True,False,False,False,False,False,False,False,False,It really looks nice an abstract kind of painting it looks like peope dancing,StyleGAN2
124,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_NN_dist000906.png,False,False,False,False,False,True,False,False,False,This makes me feel excited because of the colors and everything that is going on in the image.,StyleGAN2
125,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000509.png,False,False,True,False,False,False,False,False,False,"The white background makes the lady appear angelic, and she seems to be carrying a unique animal.",StyleGAN2
126,https://crw2020.s3-us-west-2.amazonaws.com/sg2/Plain-ST2_human_evaluation/highest_shape_entropy000509.png,False,False,False,False,False,False,True,False,False,It looks as if she may be holding a human heart. Her face appears sinister.,StyleGAN2
